Genre,Runtime,Studio,movienane,year
Mystery,95 minutes,Miramax Films,40 Days and 40 Nights,2002
Mystery,72 minutes,Eagle-Lion,Railroaded,2003
Mystery,96 minutes,MGM,Slither,1973
Mystery,124 minutes,Sony Pictures Classics,Youth Without Youth,2007
Mystery,122 minutes,Twentieth Century Fox Home Entertainment,Point Break,1991
Mystery,79 minutes,Columbia Pictures,Shockproof,1949
Mystery,128 minutes,Focus Features,The Constant Gardener,2005
Mystery,100 minutes,Toho Company,Lupin III: The Castle of Cagliostro (Rupan sansei: Kariosutoro no shiro),1979
Mystery,76 minutes,Twentieth Century Fox Home Entertainment,Don't Bother to Knock,1952
Mystery,79 minutes,Buena Vista,101 Dalmatians,1961
Mystery,96 minutes,New Line Cinema,A History of Violence,2005
Mystery,99 minutes,IFC Midnight,The Pack,2016
Mystery,81 minutes,American Pop Classics,The Terror (The Haunting) (The Castle of Terror),1963
Mystery,87 minutes,Dimension Films,Hell Ride,2008
Mystery,117 minutes,Sony Pictures Classics,Cach,2005
Mystery,97 minutes,Phase 4 Films,Assault On Wall Street,2013
Mystery,85 minutes,The Weinstein Company,Pulse,2006
Mystery,104 minutes,Vice Films,A Girl Walks Home Alone at Night,2014
Mystery,80 minutes,Gravitas Ventures,Easy Living,2017
Mystery,92 minutes,AMBI Media Group and Samuel Goldwyn Films,Lavender,2017
Mystery,101 minutes,Overture Films,The Crazies,2010
Mystery,122 minutes,Warner Bros. Pictures,Training Day,2001
Mystery,102 minutes,Warner Independent,The Jacket,2005
Mystery,102 minutes,Sony Pictures Home Entertainment,"See No Evil, Hear No Evil",1989
Mystery,102 minutes,Paladin Film,They Remain,2018
Mystery,116 minutes,Universal Pictures,Frenzy,1972
Mystery,93 minutes,Monterey Media,Keyhole,2012
Mystery,99 minutes,Well Go USA Entertainment,Bad Day for the Cut,2017
Mystery,79 minutes,Amplify Releasing,Felt,2015
Mystery,90 minutes,IFC Films,Cold Weather,2011
Mystery,100 minutes,City Lights Pictures,Descent,2007
Mystery,88 minutes,SModcast Pictures,Red State,2011
Mystery,148 minutes,N279 Entertainment,Brimstone,2017
Mystery,106 minutes,Sony Pictures Home Entertainment,Hideaway,1995
Mystery,97 minutes,Warner Bros. Pictures,The Lost Boys,1987
Mystery,92 minutes,First Look Pictures Releasing,La Scorta,1994
Mystery,110 minutes,Rogue Pictures,The Last House on the Left,2009
Mystery,87 minutes,Triboro,Public Access,1993
Mystery,90 minutes,Studio Not Available,Sparks,2014
Mystery,90 minutes,International Film Circuit,Shotgun Stories,2007
Mystery,92 minutes,Lionsgate Films,"I, Frankenstein",2014
Mystery,97 minutes,Sony Pictures Classics,Moon,2009
Mystery,151 minutes,Buena Vista,Armageddon,1998
Mystery,101 minutes,Netflix,1922,2017
Mystery,81 minutes,Studio Not Available,11 Minutes (11 Minut),2016
Mystery,97 minutes,Paramount Pictures,Captive,2015
Mystery,93 minutes,PalmStar Media,The Whole Truth,2016
Mystery,102 minutes,Dimension Films,Frank Miller's Sin City: A Dame to Kill For,2014
Mystery,105 minutes,Sony Pictures Home Entertainment,One False Move,1992
Mystery,104 minutes,First Look Studios,Leaves of Grass,2010
Mystery,114 minutes,A24 and DIRECTV,Dark Places,2015
Mystery,101 minutes,Code Black Entertainment,Frankie & Alice,2014
Mystery,92 minutes,Universal Pictures,Dream House,2011
Mystery,123 minutes,Sony Pictures Entertainment,Experiment in Terror,1962
Mystery,98 minutes,Paramount Pictures,Abandon,2002
Mystery,126 minutes,Universal City Studios,Jurassic Park,1993
Mystery,98 minutes,Ball & Chain Productions,The Good Neighbor,2016
Mystery,110 minutes,Magnolia Pictures,Marrowbone,2018
Mystery,94 minutes,MGM,The Mod Squad,1999
Mystery,157 minutes,Paramount Pictures,Zodiac,2007
Mystery,121 minutes,Paramount Pictures,Deep Impact,1998
Mystery,99 minutes,Orion Home Video,China Moon,1994
Mystery,107 minutes,Buena Vista Internationa,Grosse Pointe Blank,1997
Mystery,109 minutes,Music Box Films,The Heir Apparent: Largo Winch,2011
Mystery,112 minutes,Well Go USA Entertainment,The Endless,2018
Mystery,115 minutes,TSG Pictures,Frogs for Snakes,1999
Mystery,94 minutes,Columbia Pictures,Wasabi,2001
Mystery,133 minutes,Columbia Pictures,Random Hearts,1999
Mystery,96 minutes,WARNER BROTHERS PICTURES,Fail Safe,2000
Mystery,90 minutes,Trimark,Dead Man's Curve,1998
Mystery,119 minutes,Warner Bros. Pictures,Michael Clayton,2007
Mystery,115 minutes,Studio Not Available,Guta-yubalja-deul (A Bloody Aria),2006
Mystery,91 minutes,Warner Bros. Pictures,Ballistic: Ecks vs. Sever,2002
Mystery,112 minutes,Universal Pictures,Mercury Rising,1998
Mystery,88 minutes,Screen Gems,Boogeyman,2005
Mystery,89 minutes,Dune Entertainment,6 Below: Miracle On The Mountain,2017
Mystery,110 minutes,Disney,The Hand that Rocks the Cradle,1992
Mystery,93 minutes,Momentum Pictures,The Last Witness,2018
Mystery,90 minutes,Screen Gems,The Messengers,2007
Mystery,103 minutes,Entertainment Studios Motion Pictures,The Hurricane Heist,2018
Mystery,113 minutes,Tri Star,Jacob's Ladder,1990
Mystery,103 minutes,Gaumont,Subway,1985
Mystery,118 minutes,Magnolia Pictures,Fay Grim,2007
Mystery,131 minutes,Universal Pictures,The Andromeda Strain,1971
Mystery,140 minutes,WARNER BROTHERS PICTURES,Advise and Consent,1962
Mystery,107 minutes,Warner Bros. Pictures,Spartan,2004
Mystery,100 minutes,MGM (Metro-Goldwyn-Mayer),The Thin Man Goes Home,1945
Mystery,93 minutes,Lions Gate Releasing,Shadow of the Vampire,2000
Mystery,96 minutes,Studio Not Available,The Other Side of the Door,2016
Mystery,102 minutes,Republic Pictures Home Video,Freeway,1996
Mystery,95 minutes,MiNDS i CiNEMA,Don't Sleep,2017
Mystery,75 minutes,Celluloid Nightmares,Atrocious,2011
Mystery,117 minutes,United Artists,Goldfinger,1964
Mystery,97 minutes,IFC Midnight,Ghost Stories,2018
Mystery,107 minutes,Cohen Media Group,Double Lover (L'amant double),2018
Mystery,95 minutes,Dugong Films,Long Weekend,1979
Mystery,135 minutes,Universal Pictures,Lost Highway,1997
Mystery,110 minutes,MGM Home Entertainment,Mrs. Soffel,1984
Mystery,89 minutes,"Saban Films, Lionsgate",Blood Money,2017
Mystery,111 minutes,Media Home Entertainment,Kansas,1988
Mystery,107 minutes,Universal Pictures,Non-Stop,2014
Mystery,90 minutes,Magnolia Pictures,Europa Report,2013
Mystery,84 minutes,Naedomi Media,The Girl from the Naked Eye,2012
Mystery,96 minutes,Paramount Pictures,Twisted,2004
Mystery,83 minutes,IFC Films,Inhale,2010
Mystery,87 minutes,Unknown,God Told Me To,1976
Mystery,103 minutes,Live Home Video,Light Sleeper,1992
Mystery,154 minutes,Miramax Films,Jackie Brown,1997
Mystery,120 minutes,Universal Pictures,Out of Sight,1998
Mystery,123 minutes,HBO Video,Bad Boys,1982
Mystery,128 minutes,IFC Films,The Reluctant Fundamentalist,2013
Mystery,104 minutes,Revolver Entertainment,Krlighed p Film (Just Another Love Story),2007
Mystery,106 minutes,The Weinstein Company,Regression,2016
Mystery,96 minutes,Lionsgate Premiere,Extraction,2015
Mystery,104 minutes,Warner Bros.,Angel Eyes,2001
Mystery,111 minutes,MGM Home Entertainment,Eye of the Needle,1981
Mystery,103 minutes,Entertainment One,6 Ways To Die,2015
Mystery,116 minutes,Single Shot Productions,A Single Shot,2013
Mystery,115 minutes,United Artists,The Return of the Pink Panther,1975
Mystery,92 minutes,Universal,The Guardian,1990
Mystery,90 minutes,MGM,Caught,1949
Mystery,89 minutes,Twentieth Century Fox Home Entertainment,Firestorm,1998
Mystery,109 minutes,Warner Bros. Pictures,Lady in the Water,2006
Mystery,101 minutes,Studio Not Available,Synchronicity,2016
Mystery,91 minutes,Anchor Bay,Behind the Mask: The Rise of Leslie Vernon,2006
Mystery,101 minutes,Independent Pictures,The Big Bang,2011
Mystery,97 minutes,Republic Pictures Home Video,Cadence,1989
Mystery,117 minutes,Image Entertainment,In the Electric Mist,2009
Mystery,105 minutes,Paramount Pictures,Narc,2002
Mystery,114 minutes,Scimitar Films,The Scorpio File,1973
Mystery,97 minutes,Anchor Bay Films/Freestyle,The Anomaly,2015
Mystery,117 minutes,Focus Features,Self/less,2015
Mystery,109 minutes,October Films,The Last Seduction,1994
Mystery,87 minutes,First Look International,Day of the Dead,2008
Mystery,128 minutes,Rialto Pictures,Z,1969
Mystery,117 minutes,Warner Bros. Pictures,The Mosquito Coast,1986
Mystery,108 minutes,Well Go USA,Commitment,2013
Mystery,96 minutes,Lionsgate,Reclaim,2014
Mystery,106 minutes,Anchor Bay,Kill the Irishman,2011
Mystery,95 minutes,IFC Films,Kill List,2012
Mystery,97 minutes,Sony Pictures Home Entertainment,I Love You to Death,1990
Mystery,98 minutes,Atlas Distribution,Atlas Shrugged: Who Is John Galt?,2014
Mystery,104 minutes,FilmDistrict,Oldboy,2013
Mystery,120 minutes,RLJE Films,Mandy,2018
Mystery,103 minutes,Altitude Film Entertainment,Kill Your Friends,2016
Mystery,92 minutes,Lions Gate Films,Saw II,2005
Mystery,105 minutes,Overture Films,Stone,2010
Mystery,143 minutes,Warner Bros. Pictures,Blood Diamond,2006
Mystery,96 minutes,Focus Features,Closed Circuit,2013
Mystery,113 minutes,Warner Home Video,The Gauntlet,1977
Mystery,99 minutes,DarkShed,Be Afraid,2017
Mystery,100 minutes,Well Go USA,The Lookalike,2014
Mystery,101 minutes,Paramount Home Video,Deterrence,2000
Mystery,90 minutes,MPI Media Group,Wake Wood,2009
Mystery,133 minutes,Fox Searchlight Pictures,The Dancer Upstairs,2002
Mystery,97 minutes,USA Films,Blood Simple,1984
Mystery,91 minutes,Lionsgate Films,One for the Money,2012
Mystery,120 minutes,WARNER BROTHERS PICTURES,The Last of Sheila,1973
Mystery,93 minutes,IFC Films,Blue Caprice,2013
Mystery,90 minutes,Hammer Films,The Reptile,1966
Mystery,97 minutes,Lionsgate,Blitz,2011
Mystery,104 minutes,Universal Pictures,The Truth About Charlie,2002
Mystery,96 minutes,Paramount,The Keep,1983
Mystery,106 minutes,Warner Bros.,Taking Lives,2004
Mystery,90 minutes,Anchor Bay Entertainment,Spiral,2007
Mystery,104 minutes,Studio Not Available,Blood Punch,2013
Mystery,106 minutes,Sony/Columbia Pictures,The Taking of Pelham 1 2 3,2009
Mystery,83 minutes,LionsGate Entertainment,"Murder, Set, Pieces",2004
Mystery,96 minutes,First Look Home Entertainment,The Contract,2006
Mystery,90 minutes,MCA Universal Home Video,Child's Play 3,1991
Mystery,89 minutes,MGM Pictures,Jeepers Creepers,2001
Mystery,106 minutes,MGM Home Entertainment,Gang Related,1997
Mystery,100 minutes,MGM Home Entertainment,To Have and Have Not,1944
Mystery,101 minutes,Exclusive Media,The Passion of Darkly Noon,1995
Mystery,108 minutes,Screen Media Ventures,Formosa Betrayed,2010
Mystery,90 minutes,Full Moon,Freeway 2: Confessions of a Trickbaby (Freeway II: Confessions of a Trickbaby),1999
Mystery,99 minutes,MGM,The Revenge of the Pink Panther,1978
Mystery,94 minutes,Pathfinder Films LTD,House In The Alley,2013
Mystery,95 minutes,Strand Releasing,Red Hill,2010
Mystery,118 minutes,Fox,Quintet,1979
Mystery,81 minutes,Miramax,The Night Listener,2006
Mystery,97 minutes,Twentieth Century Fox Home Entertainment,The January Man,1989
Mystery,77 minutes,Fidelity Pictures,Woman on the Run,1950
Mystery,108 minutes,ThinkFilm,Where the Truth Lies,2005
Mystery,90 minutes,Motion Picture Marketing,Final Exam,1981
Mystery,95 minutes,Al-Ghanim Entertainment,The Girl In The Photographs,2016
Mystery,96 minutes,Paramount Home Video,The Temp,1993
Mystery,85 minutes,Universal Pictures,The Purge,2013
Mystery,58 minutes,American Pop Classics,The Amazing Transparent Man,1960
Mystery,90 minutes,RLJE Films,Galveston,2018
Mystery,106 minutes,Focus Features,7 Days in Entebbe,2018
Mystery,94 minutes,Warner Home Video,Sugarhouse,2007
Mystery,94 minutes,TriStar Pictures,Loose Cannons,1990
Mystery,103 minutes,Xlrator Media,American Mary,2013
Mystery,102 minutes,Twentieth Century Fox Home Entertainment,Black Widow,1987
Mystery,94 minutes,Twentieth Century Fox,Best Laid Plans,1999
Mystery,87 minutes,Screen Gems,When a Stranger Calls,2006
Mystery,121 minutes,Columbia Pictures,Stealth,2005
Mystery,91 minutes,MGM,Masquerade,1988
Mystery,91 minutes,Video Yesteryear,The Lodger: A Story of the London Fog,1928
Mystery,96 minutes,LionsGate Entertainment,Bruiser,2000
Mystery,103 minutes,Image Entertainment,Hate Crime,2005
Mystery,114 minutes,IFC First Take,La Fille Coupe en Deux (The Girl Cut in Two) (A Girl Cut in Two),2008
Mystery,90 minutes,Orion Pictures Corporation,The First Power,1990
Mystery,127 minutes,Paramount Pictures,Rules of Engagement,2000
Mystery,100 minutes,Well Go USA,Kung Fu Killer,2015
Mystery,103 minutes,Samuel Goldwyn Films,Roman de gare,2007
Mystery,96 minutes,Magnet Releasing,V/H/S/2,2013
Mystery,95 minutes,Paramount Home Video,Extremities,1986
Mystery,118 minutes,Universal Studios,The Bone Collector,1999
Mystery,86 minutes,New Line Cinema,11:14,2003
Mystery,77 minutes,Anchor Bay Entertainment,The Haunted World of El Superbeasto,2009
Mystery,92 minutes,Arc Entertainment,Bounty Killer,2013
Mystery,79 minutes,LD Entertainment,Black Rock,2013
Mystery,102 minutes,Studio Not Available,Little Boy Blue,1998
Mystery,98 minutes,Warner Home Video,City Heat,1984
Mystery,94 minutes,Touchstone Pictures,Playing God,1997
Mystery,94 minutes,UMPO,Touchez Pas au Grisbi (Hands Off the Loot),1954
Mystery,127 minutes,StudioCanal,Antikrper (Antibodies),2007
Mystery,130 minutes,Sony Pictures Home Entertainment,Ghosts of Mississippi,1996
Mystery,113 minutes,MGM Home Entertainment,After the Thin Man,1936
Mystery,113 minutes,MGM Home Entertainment,Mildred Pierce,1945
Mystery,102 minutes,MGM Home Entertainment,The Thomas Crown Affair,1968
Mystery,95 minutes,Netflix,Small Crimes,2017
Mystery,103 minutes,Warner Home Video,Dirty Harry,1971
Mystery,107 minutes,Universal / Warner Bros.,A Perfect Murder,1998
Mystery,150 minutes,Fox,"Hush...Hush, Sweet Charlotte",1964
Mystery,118 minutes,Redpeter Film,Train to Busan (Busanhaeng),2016
Mystery,89 minutes,Studio Not Available,The Curse of Sleeping Beauty,2016
Mystery,105 minutes,Roadside Attractions,Emperor,2013
Mystery,127 minutes,Paramount Pictures,Mission: Impossible III,2006
Mystery,73 minutes,Miramax,Hostage,2005
Mystery,115 minutes,LD Entertainment,Disconnect,2013
Mystery,99 minutes,20th Century Fox,The Sentinel,2006
Mystery,128 minutes,Paramount Pictures,Vertigo,1958
Mystery,99 minutes,Promark Entertainment,Persons Unknown,1996
Mystery,110 minutes,Sony Pictures Home Entertainment,Body Double,1984
Mystery,126 minutes,Buena Vista,Dj Vu,2006
Mystery,101 minutes,Paramount Home Video,Eye for an Eye,1996
Mystery,103 minutes,Sony Pictures,Goosebumps,2015
Mystery,137 minutes,WB,Mystic River,2003
Mystery,120 minutes,20th Century Fox Film Corp.,The Boston Strangler,1968
Mystery,88 minutes,Rocking Films,The Frontier,2016
Mystery,119 minutes,Wellspring,Twentynine Palms,2004
Mystery,87 minutes,UN,Phantom Lady,1944
Mystery,118 minutes,Paramount Pictures,The Sum of All Fears,2002
Mystery,87 minutes,Vertical Entertainment,Still/Born,2018
Mystery,99 minutes,Open Road Films,Collide,2017
Mystery,113 minutes,Phase 4 Films,Crave,2013
Mystery,82 minutes,Universal Pictures,Unfriended,2015
Mystery,139 minutes,Paramount Pictures,The Talented Mr. Ripley,1999
Mystery,96 minutes,Cinerama Releasing Corporation,Asylum,1972
Mystery,110 minutes,WARNER BROTHERS PICTURES,The Glass Bottom Boat,1966
Mystery,98 minutes,Warner Bros. Pictures,The Losers,2010
Mystery,100 minutes,Malibu Bay Films,Hard Ticket to Hawaii,1987
Mystery,79 minutes,Warner Bros. Pictures,Return to House on Haunted Hill,2007
Mystery,112 minutes,MGM,Original Sin,2001
Mystery,84 minutes,Screen Media Films,All Things To All Men,2013
Mystery,90 minutes,MTI Home Video,Hide,2008
Mystery,130 minutes,Music Box Films,The Girl Who Played with Fire (Flickan som lekte med elden),2010
Mystery,99 minutes,Artisan Home Entertainment,Run for the Money,2002
Mystery,104 minutes,Xlrator Media,Time Lapse,2015
Mystery,120 minutes,Warner Bros. Pictures,Argo,2012
Mystery,104 minutes,Fox Searchlight Pictures,Never Let Me Go,2010
Mystery,93 minutes,Priority Films,I Got The Hook-Up,1998
Mystery,92 minutes,Virgin Vision,Lady in White,1988
Mystery,94 minutes,Starmaker Entertainment,Avenging Angel,1985
Mystery,95 minutes,Sony Pictures,Ghost Rider: Spirit of Vengeance,2012
Mystery,121 minutes,Lions Gate Releasing,Lantana,2002
Mystery,98 minutes,RLJ/Image Entertainment,Rage,2014
Mystery,136 minutes,Turner Entertainment,North by Northwest,1959
Mystery,92 minutes,Universal Pictures,Land of the Dead,2005
Mystery,80 minutes,Pampa Films,Cold Sweat (Sudor fro),2011
Mystery,95 minutes,IFC Films,Salvation Boulevard,2011
Mystery,87 minutes,Anchor Bay Entertainment,A Horrible Way to Die,2011
Mystery,98 minutes,Eone Films,Catch Hell,2014
Mystery,107 minutes,The Weinstein Company,Derailed,2005
Mystery,108 minutes,Woods Entertainment,Mean Dreams,2017
Mystery,104 minutes,Universal Pictures,The Skeleton Key,2005
Mystery,93 minutes,Yari Film Group,Assassination of a High School President,2008
Mystery,90 minutes,"Lighthouse Pictures, Inc.",The Unspoken,2016
Mystery,105 minutes,Picturehouse,The Orphanage,2007
Mystery,96 minutes,Alchemy,Survivor,2015
Mystery,112 minutes,Warner Bros. Pictures,Falling Down,1993
Mystery,84 minutes,Rogue Pictures (Focus),The Hitcher,2007
Mystery,113 minutes,Tartan USA,Red Road,2007
Mystery,87 minutes,WARNER BROTHERS PICTURES,Brother's Keeper,2002
Mystery,91 minutes,Universal Pictures,Nightmares,1983
Mystery,100 minutes,Bunk 11 Pictures,Awakening the Zodiac,2017
Mystery,89 minutes,Screen Gems,Quarantine,2008
Mystery,106 minutes,Rockville Pictures,Revolution #9,2001
Mystery,91 minutes,FilmRise,The Vault,2017
Mystery,129 minutes,Sony Pictures Classics,The Secret in Their Eyes (El Secreto de Sus Ojos),2010
Mystery,93 minutes,Enlightenment Productions,Despite The Falling Snow,2017
Mystery,110 minutes,MGM/UA,Antitrust,2001
Mystery,87 minutes,New Line Cinema,Shoot 'Em Up,2007
Mystery,108 minutes,Warner Home Video,Trial by Jury,1994
Mystery,188 minutes,Universal Pictures,The Good Shepherd,2006
Mystery,115 minutes,Samuel Goldwyn Films,La Femme Nikita (Nikita),1990
Mystery,130 minutes,Summit Entertainment,The Twilight Saga: New Moon,2009
Mystery,117 minutes,EuropaCorp,22 Bullets,2013
Mystery,100 minutes,The Weinistein Company,Shanghai,2015
Mystery,96 minutes,IFI,Graduation Day (Da de Graduacin),1981
Mystery,87 minutes,Studio Not Available,Radius,2017
